date,country,new_cases_avg_per_pop,new_deaths_avg_per_pop
2022-04-18,European Union,702.2966964717888,1.5174121906828524
2022-04-19,European Union,675.163130315993,1.5522328072690483
2022-04-20,European Union,691.1659190065335,1.7755319906979568
2022-04-21,European Union,690.598566574817,1.9678440199171308
2022-04-22,European Union,715.6192560507861,2.3275505729084767
2022-04-01,Faeroe Islands,0,0
2022-04-02,Faeroe Islands,0,0
2022-04-03,Faeroe Islands,0,0
2022-04-04,Faeroe Islands,0,0
2022-04-05,Faeroe Islands,0,0
2022-04-06,Faeroe Islands,0,0
2022-04-07,Faeroe Islands,0,0
2022-04-08,Faeroe Islands,0,0
2022-04-09,Faeroe Islands,0,0
2022-04-10,Faeroe Islands,0,0
2022-04-11,Faeroe Islands,0,0
2022-04-12,Faeroe Islands,0,0
2022-04-13,Faeroe Islands,0,0
2022-04-14,Faeroe Islands,0,0
2022-04-15,Faeroe Islands,0,0
2022-04-16,Faeroe Islands,0,0
2022-04-17,Faeroe Islands,0,0
2022-04-18,Faeroe Islands,0,0
2022-04-19,Faeroe Islands,0,0
2022-04-20,Faeroe Islands,0,0
2022-04-21,Faeroe Islands,0,0
2022-04-22,Faeroe Islands,0,0
2022-04-01,Falkland Islands,202.46193715581472,NA
2022-04-02,Falkland Islands,202.46193715581472,NA
2022-04-03,Falkland Islands,202.46193715581472,NA
2022-04-04,Falkland Islands,202.46193715581472,NA
2022-04-05,Falkland Islands,80.98477486232588,NA
2022-04-06,Falkland Islands,202.46193715581472,NA
2022-04-07,Falkland Islands,202.46193715581472,NA
2022-04-08,Falkland Islands,161.96954972465176,NA
2022-04-09,Falkland Islands,161.96954972465176,NA
2022-04-10,Falkland Islands,161.96954972465176,NA
2022-04-11,Falkland Islands,202.46193715581472,NA
2022-04-12,Falkland Islands,242.95432458697763,NA
2022-04-13,Falkland Islands,121.47716229348882,NA
2022-04-14,Falkland Islands,121.47716229348882,NA
2022-04-15,Falkland Islands,121.47716229348882,NA
2022-04-16,Falkland Islands,121.47716229348882,NA
2022-04-17,Falkland Islands,121.47716229348882,NA
2022-04-18,Falkland Islands,80.98477486232588,NA
2022-04-19,Falkland Islands,0,NA
2022-04-20,Falkland Islands,202.46193715581472,NA
2022-04-21,Falkland Islands,809.8477486232589,NA
2022-04-22,Falkland Islands,850.3401360544218,NA
2022-04-01,Fiji,6.487041028002974,0
2022-04-02,Fiji,6.487041028002974,0
2022-04-03,Fiji,6.487041028002974,0
2022-04-04,Fiji,4.904835899221761,0
2022-04-05,Fiji,4.904835899221761,0
2022-04-06,Fiji,10.600774362834128,0
2022-04-07,Fiji,10.600774362834128,0
2022-04-08,Fiji,11.866538465859097,0
2022-04-09,Fiji,11.866538465859097,0
2022-04-10,Fiji,11.866538465859097,0
2022-04-11,Fiji,11.708317952980977,0
2022-04-12,Fiji,11.708317952980977,0
2022-04-13,Fiji,4.904835899221761,4.4301743605873964
2022-04-14,Fiji,4.904835899221761,4.4301743605873964
2022-04-15,Fiji,2.6897487189280622,4.4301743605873964
2022-04-16,Fiji,2.6897487189280622,4.4301743605873964
2022-04-17,Fiji,2.6897487189280622,4.4301743605873964
2022-04-18,Fiji,2.2150871802936982,4.4301743605873964
