date,continent,new_cases_avg_per_pop,new_deaths_avg_per_pop
2020-09-02,South America,162.65264335849344,4.550189312186737
2020-09-02,Oceania,NA,NA
2020-09-03,Asia,22.5084715332422,0.33478361058473555
2020-09-03,Europe,43.187514390179736,0.45831787759545894
2020-09-03,Africa,5.750347929767198,0.18277720535989847
2020-09-03,North America,85.576959209521,2.5144956911114797
2020-09-03,South America,162.48376424424427,4.496200667475507
2020-09-03,Oceania,NA,NA
2020-09-04,Asia,22.85782833065926,0.3351832971434279
2020-09-04,Europe,44.114999032008086,0.49257751960840856
2020-09-04,Africa,5.79731802641524,0.18361037780598347
2020-09-04,North America,85.77794535159373,2.5089529078169077
2020-09-04,South America,161.98930726646216,4.462951563110664
2020-09-04,Oceania,NA,NA
2020-09-05,Asia,23.179975696965336,0.33856526033236367
2020-09-05,Europe,45.25356113490511,0.5039974002793917
2020-09-05,Africa,5.694212936212221,0.17257084289535712
2020-09-05,North America,86.30691967035831,2.4265341301324024
2020-09-05,South America,160.51054511985942,4.326004757013885
2020-09-05,Oceania,NA,NA
2020-09-06,Asia,23.597279209360103,0.3400410260875356
2020-09-06,Europe,46.089686731365596,0.5039974002793917
2020-09-06,Africa,5.62422645074108,0.17881963624099467
2020-09-06,North America,85.16100947185006,2.3937594115210206
2020-09-06,South America,159.44262339154704,4.298022837498918
2020-09-06,Oceania,NA,NA
2020-09-07,Asia,23.810189164663555,0.3507095826926328
2020-09-07,Europe,47.61005351136249,0.4980971285993837
2020-09-07,Africa,5.619748148843374,0.17809061035067028
2020-09-07,North America,82.64747774305069,2.347007239384196
2020-09-07,South America,145.12246458094634,4.6999748813550895
2020-09-07,Oceania,NA,NA
2020-09-08,Asia,24.259313876154216,0.3541222910014679
2020-09-08,Europe,49.045532511705076,0.5047587256574573
2020-09-08,Africa,5.669634349052713,0.17632011890273966
2020-09-08,North America,79.01261685470159,2.17493996667444
2020-09-08,South America,135.84201407451772,4.405670927868261
2020-09-08,Oceania,NA,NA
2020-09-09,Asia,24.724948717030863,0.35922598090477087
2020-09-09,Europe,50.01032209705865,0.5078040271697195
2020-09-09,Africa,5.6219352265143465,0.16871742033221396
2020-09-09,North America,77.43918937077723,2.1739760043623404
2020-09-09,South America,132.61290056249055,4.360899856644314
2020-09-09,Oceania,NA,NA
2020-09-10,Asia,25.231290096654337,0.3636840232901861
2020-09-10,Europe,51.79296546979913,0.5106589973374652
2020-09-10,Africa,5.653699926021337,0.16028154931560326
2020-09-10,North America,75.72912022911275,2.1592755791028235
2020-09-10,South America,132.5678002922135,4.34937788978521
2020-09-10,Oceania,NA,NA
2020-09-11,Asia,25.65458890742949,0.36635884872143526
2020-09-11,Europe,53.21569227005911,0.49219685691937576
2020-09-11,Africa,5.670155081831516,0.15944837686951827
2020-09-11,North America,74.91312613192055,2.2045818077714987
2020-09-11,South America,131.50086616106046,4.329296747545057
2020-09-11,Oceania,NA,NA
2020-09-12,Asia,25.936736872746426,0.3721389312625254
2020-09-12,Europe,54.69704112443015,0.49257751960840856
2020-09-12,Africa,5.672862892281293,0.1512207989644288
2020-09-12,North America,75.22400397757262,2.162408456617147
2020-09-12,South America,130.40693770755178,4.329296747545057
2020-09-12,Oceania,NA,NA
2020-09-13,Asia,26.057226997632235,0.3741373640559874
2020-09-13,Europe,55.28516497898578,0.5007617674226131
2020-09-13,Africa,5.556843629163955,0.14049370372108433
2020-09-13,North America,77.9970825589048,2.154214776964301
2020-09-13,South America,131.11043608406337,4.282879681055524
2020-09-13,Oceania,NA,NA
2020-09-14,Asia,26.51044081006952,0.38127023187265185
2020-09-14,Europe,56.26898769879099,0.5081846898587522
2020-09-14,Africa,5.530806990223799,0.13559881560033493
2020-09-14,North America,80.29950654135439,2.1785548253448126
2020-09-14,South America,135.22279065560417,3.7946774852826306
2020-09-14,Oceania,NA,NA
2020-09-15,Asia,26.630654228876235,0.3883723545694168
2020-09-15,Europe,57.401839861352514,0.5388280363258905
2020-09-15,Africa,5.415100166773744,0.14101443649988746
2020-09-15,North America,82.31105489612797,2.327487002564182
2020-09-15,South America,140.92616425086064,3.9201023245203057
2020-09-15,Oceania,NA,NA
2020-09-16,Asia,26.801105173598593,0.39070898368177237
2020-09-16,Europe,59.451898773138524,0.5923111441349951
2020-09-16,Africa,5.309912145455511,0.13966053127499933
2020-09-16,North America,83.50685014428737,2.2267529409497864
2020-09-16,South America,140.70658848243144,3.813112632257197
2020-09-16,Oceania,NA,NA
2020-09-17,Asia,26.851096738555047,0.39092419952106827
2020-09-17,Europe,61.184104339582156,0.6299967503492396
2020-09-17,Africa,5.35792370766116,0.13580710871185617
2020-09-17,North America,84.58142713170025,2.122886001821068
2020-09-17,South America,139.22321754908506,3.7719627506175395
2020-09-17,Oceania,NA,NA
2020-09-18,Asia,26.77549448872238,0.3953514967865841
2020-09-18,Europe,63.41535869134775,0.6762472670667216
2020-09-18,Africa,5.294081868979896,0.13164124648143113
2020-09-18,North America,85.94832569025732,2.1110774634978493
2020-09-18,South America,137.96567716617713,3.626785968192829
2020-09-18,Oceania,NA,NA
2020-09-19,Asia,26.76085981165026,0.3961508699039689
2020-09-19,Europe,64.70161791758949,0.6893801298383523
2020-09-19,Africa,5.427597753465019,0.13747345360402619
2020-09-19,North America,85.82638445777673,2.1209580771968692
2020-09-19,South America,136.97544641440044,3.6508174990703885
2020-09-19,Oceania,NA,NA
2020-09-20,Asia,26.653005931043108,0.3978725966183362
2020-09-20,Europe,66.53622174738294,0.6958513955519094
2020-09-20,Africa,5.606000803482971,0.13872321227315368
2020-09-20,North America,86.04689083666949,2.0951720853482083
2020-09-20,South America,136.266680853039,3.657730679185851
2020-09-20,Oceania,NA,NA
2020-09-21,Asia,26.3484140281996,0.3915083567991572
2020-09-21,Europe,68.44239016271456,0.7154555240370972
2020-09-21,Africa,5.570695121080119,0.13403661726392554
2020-09-21,North America,85.88301724361257,2.0867374151173377
2020-09-21,South America,134.23124310761497,3.656413882973382
2020-09-21,Oceania,NA,NA
2020-09-22,Asia,26.205387730427518,0.387204040013239
2020-09-22,Europe,70.36930469459845,0.7417212495803586
2020-09-22,Africa,5.593815656458977,0.13018319470078238
2020-09-22,North America,86.36017858810182,2.0520347718817566
2020-09-22,South America,132.89699934533073,3.5810272998095303
2020-09-22,Oceania,NA,NA
2020-09-23,Asia,25.980948355161786,0.3865891376152507
2020-09-23,Europe,72.28613166522298,0.736011309244867
2020-09-23,Africa,5.743161817419716,0.13330759137360115
2020-09-23,North America,87.20244065829873,2.1510818994499776
2020-09-23,South America,132.58327264770998,3.6722154375230107
2020-09-23,Oceania,NA,NA
2020-09-24,Asia,25.797861166160768,0.384836665780984
2020-09-24,Europe,74.21856580609786,0.7352499838668015
2020-09-24,Africa,5.7090017471302295,0.13289100515055863
2020-09-24,North America,88.61512742668052,2.225306997481637
2020-09-24,South America,131.19833223124567,3.6047296316339725
2020-09-24,Oceania,NA,NA
2020-09-25,Asia,25.672298096491552,0.3823770561890308
2020-09-25,Europe,75.93878049783696,0.7403889301687439
2020-09-25,Africa,5.6887973153126685,0.1290375825874155
2020-09-25,North America,88.14688273357818,2.1544557675423257
2020-09-25,South America,131.39255967258487,3.7864475089546987
2020-09-25,Oceania,NA,NA
2020-09-26,Asia,25.614835467399544,0.3818851342706401
2020-09-26,Europe,77.52804722454879,0.771412939324915
2020-09-26,Africa,5.450197556065074,0.12549659969155422
2020-09-26,North America,87.68827766359686,2.154696758120351
2020-09-26,South America,128.26714386228963,3.7913854947514576
2020-09-26,Oceania,NA,NA
2020-09-27,Asia,25.490102515967617,0.37945626979858627
2020-09-27,Europe,78.5630690760289,0.7824521573068653
2020-09-27,Africa,5.442699004050309,0.12570489280307545
2020-09-27,North America,85.77698138928163,2.1493949654038036
2020-09-27,South America,127.88066417392996,3.767024764820781
2020-09-27,Oceania,NA,NA
2020-09-28,Asia,25.26209670679355,0.37130881302524116
2020-09-28,Europe,79.03604246715211,0.7986303215907582
2020-09-28,Africa,5.393125243508251,0.1432015141708606
2020-09-28,North America,87.39330519609443,2.121440058352919
2020-09-28,South America,128.41034545039562,3.6992097598786255
2020-09-28,Oceania,NA,NA
2020-09-29,Asia,25.152059922673544,0.37632026756884596
2020-09-29,Europe,78.11445809700378,0.769509625879751
2020-09-29,Africa,5.470297841326875,0.1407019968326056
2020-09-29,North America,88.37052198998528,2.075892839106219
2020-09-29,South America,129.01310891665332,3.7452976273150416
2020-09-29,Oceania,NA,NA
2020-09-30,Asia,25.20958404200535,0.3777652882041184
2020-09-30,Europe,81.43497873343665,0.8347932770488716
2020-09-30,Africa,5.443115590273353,0.13861906571739308
2020-09-30,North America,87.95746413925065,2.019983025004449
2020-09-30,South America,127.49089249503912,3.6735322337354797
2020-09-30,Oceania,NA,NA
2020-10-01,Asia,25.0807619896268,0.3776730528444202
2020-10-01,Europe,82.45915169827933,0.8633429787263296
2020-10-01,Africa,5.348133931419661,0.14299322105933934
2020-10-01,North America,87.311609390144,2.0096204301493796
2020-10-01,South America,127.67261037235986,4.682527331539875
2020-10-01,Oceania,NA,NA
2020-10-02,Asia,24.910557005863634,0.377211876045929
2020-10-02,Europe,83.77453162023208,0.8903700296476565
2020-10-02,Africa,5.4418658316042245,0.1424724882805362
2020-10-02,North America,88.61633237957064,1.9888952404392413
2020-10-02,South America,124.88561118866915,4.535046155743343
2020-10-02,Oceania,NA,NA
2020-10-03,Asia,24.46699716107477,0.3700790082292646
2020-10-03,Europe,87.36989071814662,0.8926540057818532
2020-10-03,Africa,5.694629522435264,0.13653613460218056
2020-10-03,North America,89.88225588593527,1.9604583522323067
2020-10-03,South America,124.75788195605965,4.432006852117642
2020-10-03,Oceania,NA,NA
2020-10-04,Asia,24.306476890079917,0.3679575949562049
2020-10-04,Europe,93.10666777321502,0.9099741581328443
2020-10-04,Africa,5.663697995374358,0.14018126405380246
2020-10-04,North America,89.9649156541978,1.987208306393067
2020-10-04,South America,120.76996462659719,4.427068866320883
2020-10-04,Oceania,NA,NA
2020-10-05,Asia,24.27004392299911,0.3740143835763898
2020-10-05,Europe,95.80023696081093,0.923107020904475
2020-10-05,Africa,5.564758767401763,0.12289293579753857
2020-10-05,North America,95.83809703124187,2.0317915633276677
2020-10-05,South America,124.57320128726087,4.461634766898195
2020-10-05,Oceania,NA,NA
2020-10-06,Asia,24.100484586753836,0.36746567303781424
2020-10-06,Europe,102.74542772221389,1.0108497707265292
2020-10-06,Africa,5.461445384087222,0.1198726856804804
2020-10-06,North America,96.62878711774147,1.9585304276081077
2020-10-06,South America,124.5758348796858,4.411267311771254
2020-10-06,Oceania,NA,NA
2020-10-07,Asia,23.827006745248532,0.363007630652399
2020-10-07,Europe,106.51113337347059,0.9904843168632759
2020-10-07,Africa,5.673904357838899,0.12810026358556986
2020-10-07,North America,99.08134823030055,1.9337083980715462
2020-10-07,South America,125.05218590954648,4.32172516932336
2020-10-07,Oceania,NA,NA
2020-10-08,Asia,23.501016238955028,0.36349955257078964
2020-10-08,Europe,114.08574989118922,1.0173210364400864
2020-10-08,Africa,6.046540734350418,0.13674442771370182
2020-10-08,North America,102.20193522514458,1.9334674074935214
2020-10-08,South America,123.15106137779432,3.4151109770384322
2020-10-08,Oceania,NA,NA
2020-10-09,Asia,23.199099161542772,0.3601790796216528
2020-10-09,Europe,121.9942075871896,1.0607165829898224
2020-10-09,Africa,6.02185800063515,0.14570103150911565
2020-10-09,North America,102.88369757037694,1.9626272674345304
2020-10-09,South America,121.9014217721612,3.5023487261145054
2020-10-09,Oceania,NA,NA
2020-10-10,Asia,23.21637791892624,0.3619930416957183
2020-10-10,Europe,129.44701204441776,1.0951665563472885
2020-10-10,Africa,6.512388278267698,0.16236448043081578
2020-10-10,North America,104.29927622569501,1.8982827831018905
2020-10-10,South America,124.51361625864664,3.509920304336202
2020-10-10,Oceania,NA,NA
2020-10-11,Asia,22.931155441619367,0.36116292345843404
2020-10-11,Europe,132.06597134496323,1.134184481973148
2020-10-11,Africa,6.606328471563783,0.16632204954971955
2020-10-11,North America,107.55578190654506,1.9028616040843631
2020-10-11,South America,127.89942851995764,3.479963190502532
2020-10-11,Oceania,NA,NA
2020-10-12,Asia,22.71990572279048,0.35461421291985856
2020-10-12,Europe,137.5444687655229,1.1829093061693428
2020-10-12,Africa,6.725992864132742,0.17298742911839962
2020-10-12,North America,102.40436731068547,1.8686409420048318
2020-10-12,South America,120.16555516507391,3.3568427446366775
2020-10-12,Oceania,NA,NA
2020-10-13,Asia,22.447842156800554,0.3472968743837977
2020-10-13,Europe,142.6423034970498,1.195851837596457
2020-10-13,Africa,6.85721752439113,0.18173573980229218
2020-10-13,North America,103.73849115063115,1.8888841505589207
2020-10-13,South America,113.10555227192118,3.202448388724684
2020-10-13,Oceania,NA,NA
2020-10-14,Asia,22.078039854650385,0.3411171052840152
2020-10-14,Europe,150.7738295288234,1.2803589545617327
2020-10-14,Africa,6.966571407939788,0.18121500702348908
2020-10-14,North America,106.03585433094221,1.9262376901527754
2020-10-14,South America,109.75661030455933,3.171174478678544
2020-10-14,Oceania,NA,NA
2020-10-15,Asia,21.863254447033068,0.3369665140975941
2020-10-15,Europe,159.37204801735115,1.3566818237128038
2020-10-15,Africa,6.784731521581735,0.17642426545850026
2020-10-15,North America,107.4649284586297,1.9014156606162138
2020-10-15,South America,111.57806866545711,3.071756364637132
2020-10-15,Oceania,NA,NA
2020-10-16,Asia,21.662273598250586,0.3352140422633274
2020-10-16,Europe,166.8141939192864,1.427294752528383
2020-10-16,Africa,7.006667831907628,0.17350816189720275
2020-10-16,North America,111.32415157511994,1.9002107077260892
2020-10-16,South America,111.44869343758204,2.9782638335518308
2020-10-16,Oceania,NA,NA
2020-10-17,Asia,21.307536404851128,0.34074816384522216
2020-10-17,Europe,173.63376599330851,1.4958140365542825
2020-10-17,Africa,7.082590671057124,0.172883282562639
2020-10-17,North America,111.3868091254064,1.9922691085315893
2020-10-17,South America,108.55865495026563,2.951269511196216
2020-10-17,Oceania,NA,NA
2020-10-18,Asia,21.076056397128433,0.33256996195197763
2020-10-18,Europe,182.21180935931753,1.540922565204666
2020-10-18,Africa,7.0053139266827404,0.1704879117801446
2020-10-18,North America,112.89878401193441,1.983834438300719
2020-10-18,South America,108.16394528557804,2.8867464967852334
2020-10-18,Oceania,NA,NA
2020-10-19,Asia,20.826498258904873,0.33373827650815546
2020-10-19,Europe,191.73884480908526,1.6012576014163604
2020-10-19,Africa,7.401904011019203,0.16965473933405958
2020-10-19,North America,119.62434906345246,2.011548354773579
2020-10-19,South America,111.66300202116136,2.9489651178243954
2020-10-19,Oceania,NA,NA
2020-10-20,Asia,20.550591552927518,0.33533702274292504
2020-10-20,Europe,200.82240822612985,1.731444241065569
2020-10-20,Africa,7.61092614843078,0.1724666963395965
2020-10-20,North America,122.70565459407844,2.0640843007830005
2020-10-20,South America,116.83932793237713,3.0444328432284
2020-10-20,Oceania,NA,NA
2020-10-21,Asia,20.351332430859408,0.3371202396970911
2020-10-21,Europe,211.2759766610033,1.8134770505521316
2020-10-21,Africa,7.493865419755836,0.1713210842262296
2020-10-21,North America,123.81228332836864,2.120717086618844
2020-10-21,South America,119.03640241288171,3.02764369151942
2020-10-21,Oceania,NA,NA
2020-10-22,Asia,20.203140952944224,0.3331848643499659
2020-10-22,Europe,223.79654349732482,1.9059780839870957
2020-10-22,Africa,7.684557763353543,0.16736351510732583
2020-10-22,North America,127.87683041733605,2.029622648125444
2020-10-22,South America,117.46875652193732,2.952586307408685
2020-10-22,Oceania,NA,NA
2020-10-23,Asia,20.109460572610708,0.3331848643499659
2020-10-23,Europe,237.84870666296962,2.017702583218214
2020-10-23,Africa,7.655813313963609,0.16913400655525646
2020-10-23,North America,130.54266819144718,2.143370200953182
2020-10-23,South America,117.86280778851868,2.896293269325634
2020-10-23,Oceania,NA,NA
2020-10-24,Asia,19.867619459481904,0.32073309079070267
2020-10-24,Europe,250.0420939180674,2.12276548539126
2020-10-24,Africa,7.39294740722379,0.16475985121331016
2020-10-24,North America,136.67250453408772,2.1978340715868026
2020-10-24,South America,119.68722894089453,2.8370374397645275
2020-10-24,Oceania,NA,NA
2020-10-25,Asia,19.67693822586573,0.31953403111462547
2020-10-25,Europe,254.09824520105613,2.214505193448158
2020-10-25,Africa,7.48605442807379,0.15757373886582698
2020-10-25,North America,138.75056628839616,2.2192822330310156
2020-10-25,South America,120.74066591086975,2.8689697479169016
2020-10-25,Oceania,NA,NA
2020-10-26,Asia,19.38175432971144,0.3175663434410629
2020-10-26,Europe,276.7564304403539,2.34925978536576
2020-10-26,Africa,7.593533673618755,0.17465377401056964
2020-10-26,North America,138.2131572994007,2.244586243723627
2020-10-26,South America,121.10640605888302,2.86798215075755
2020-10-26,Oceania,NA,NA
2020-10-27,Asia,19.19762180663384,0.31313904617554705
2020-10-27,Europe,289.5249990185802,2.534452183580204
2020-10-27,Africa,7.475743919053487,0.16257277354233704
2020-10-27,North America,142.0061080069341,2.2894104912362523
2020-10-27,South America,122.09696600971286,2.8429630227206384
2020-10-27,Oceania,NA,NA
2020-10-28,Asia,19.039776361070242,0.30957261226721483
2020-10-28,Europe,301.27910153053415,2.678342680034592
2020-10-28,Africa,7.6324844854732286,0.17236254978383586
2020-10-28,North America,147.99857972010048,2.2486830835500498
2020-10-28,South America,121.45272346276239,2.766918041450552
2020-10-28,Oceania,NA,NA
2020-10-29,Asia,18.921161688498298,0.30785088555284756
2020-10-29,Europe,313.11371420121856,2.8347950452270623
2020-10-29,Africa,7.645398658387547,0.17090449800318708
2020-10-29,North America,150.70683183594397,2.3980972419254685
2020-10-29,South America,121.0260814899224,2.744532505838578
2020-10-29,Oceania,NA,NA
2020-10-30,Asia,18.752432470490305,0.30188633229236095
2020-10-30,Europe,325.98981998909665,3.0201777747860223
2020-10-30,Africa,7.9801256886021985,0.17798646379490965
2020-10-30,North America,155.3449365006106,2.3405004937775242
2020-10-30,South America,119.26684175006379,2.736631728563764
2020-10-30,Oceania,NA,NA
2020-10-31,Asia,18.6947853706789,0.302408999330651
2020-10-31,Europe,330.55225264849895,3.1880500206494755
2020-10-31,Africa,7.909722616908016,0.17809061035067028
2020-10-31,North America,157.1938162152174,2.3385725691533255
2020-10-31,South America,115.00601840556713,2.6865934724899407
2020-10-31,Oceania,NA,NA
2020-11-01,Asia,18.769311541315084,0.3067440612364686
2020-11-01,Europe,342.9818411021416,3.2913999407218735
2020-11-01,Africa,8.035739949378373,0.19954480083735923
2020-11-01,North America,161.56538530058853,2.3332707764367786
2020-11-01,South America,112.35004044501709,2.6335924249380622
2020-11-01,Oceania,NA,NA
2020-11-02,Asia,19.087646512753633,0.30938814154781835
2020-11-02,Europe,352.89620083800014,3.4113086877671974
2020-11-02,Africa,7.710490255737938,0.18558916236543535
2020-11-02,North America,165.2467573704964,2.3332707764367786
2020-11-02,South America,108.27291017215985,2.5927717423515224
2020-11-02,Oceania,NA,NA
2020-11-03,Asia,19.340586614166124,0.31396916441283124
2020-11-03,Europe,364.1099526628721,3.7236424241185873
2020-11-03,Africa,7.9406541439689216,0.19954480083735923
2020-11-03,North America,176.87961356233484,2.4482232821546406
2020-11-03,South America,101.07596047291037,2.4946704245225795
2020-11-03,Oceania,NA,NA
2020-11-04,Asia,19.46922419582528,0.3224240723851705
2020-11-04,Europe,378.1564058881814,4.410548246478227
2020-11-04,Africa,8.157591419618306,0.18798453314792973
2020-11-04,North America,179.92380654394498,2.5050970585685097
2020-11-04,South America,100.49986212995516,2.5572182446148584
2020-11-04,Oceania,NA,NA
2020-11-05,Asia,19.571543954850533,0.3267898794108875
2020-11-05,Europe,383.8056305247723,4.609254170153334
2020-11-05,Africa,8.608754299173338,0.1986074818355136
2020-11-05,North America,188.86793085675995,2.5626938067164535
2020-11-05,South America,98.18921397612512,2.5371371023747056
2020-11-05,Oceania,NA,NA
2020-11-06,Asia,19.86423749629297,0.3329081582708712
2020-11-06,Europe,387.81476996566545,4.876289046509825
2020-11-06,Africa,8.410875843228148,0.1914213694880304
2020-11-06,North America,195.6332593536521,2.6164347056159993
2020-11-06,South America,95.47299258885464,2.444632168448756
2020-11-06,Oceania,NA,NA
2020-11-07,Asia,20.077731608874508,0.3349373361842326
2020-11-07,Europe,401.90499940021357,5.024176501199057
2020-11-07,Africa,8.816214238248504,0.20735579251940617
2020-11-07,North America,205.79800094416302,2.667765698735296
2020-11-07,South America,95.61026859400454,2.423892628102369
2020-11-07,Oceania,NA,NA
2020-11-08,Asia,20.298512314872212,0.3366898080184993
2020-11-08,Europe,401.9662860931478,5.120484161524349
2020-11-08,Africa,9.041587384914498,0.2275602243369676
2020-11-08,North America,216.39242873529233,2.707288153531375
2020-11-08,South America,94.91631699003335,2.440681779811349
2020-11-08,Oceania,NA,NA
2020-11-09,Asia,20.37386860374568,0.33859600545226304
2020-11-09,Europe,386.4552331717849,5.29216303427813
2020-11-09,Africa,9.174582536620818,0.2312053537885895
2020-11-09,North America,225.6968339622545,2.767776788615617
2020-11-09,South America,95.36731969280399,2.410066267871444
2020-11-09,Oceania,NA,NA
2020-11-10,Asia,20.447349440305285,0.3394568688094467
2020-11-10,Europe,377.82770365620166,5.3966549424176256
2020-11-10,Africa,9.413598882091454,0.23380901768260515
2020-11-10,North America,228.89381497033236,2.7523533916220253
2020-11-10,South America,106.20521091953034,2.32052412542355
2020-11-10,Oceania,NA,NA
2020-11-11,Asia,20.556556106188008,0.33598267026081274
2020-11-11,Europe,370.50185020576595,5.201945976977362
2020-11-11,Africa,9.413598882091454,0.24380708703562523
2020-11-11,North America,241.303865776301,2.8179028288447894
2020-11-11,South America,105.10107729537506,2.2981385898115767
2020-11-11,Oceania,NA,NA
2020-11-12,Asia,20.63689310448518,0.3352755325031262
2020-11-12,Europe,366.4517895258017,5.34431382267562
2020-11-12,Africa,9.453903599170816,0.24016195758400333
2020-11-12,North America,249.1454581946522,2.849472594566047
2020-11-12,South America,108.1155530247698,2.391960319949995
2020-11-12,Oceania,NA,NA
2020-11-13,Asia,20.57214388197701,0.3350910617837297
2020-11-13,Europe,360.2911445664953,5.422159342582821
2020-11-13,Africa,9.760198619662816,0.24599416470659838
2020-11-13,North America,261.9526614732058,2.851400519190246
2020-11-13,South America,114.69722969374314,2.4482533580330457
2020-11-13,Oceania,NA,NA
2020-11-14,Asia,20.58370404705919,0.3361671409802093
2020-11-14,Europe,349.0071604754968,5.525889925344252
2020-11-14,Africa,9.664383788363041,0.23110120723282887
2020-11-14,North America,270.79990757365476,2.9569543923651387
2020-11-14,South America,117.73869974549348,2.6121944864854405
2020-11-14,Oceania,NA,NA
2020-11-15,Asia,20.18281842869071,0.33561372882201973
2020-11-15,Europe,347.6329681680885,5.639137075331502
2020-11-15,Africa,9.674173564604539,0.20818896496549116
2020-11-15,North America,275.23100133179804,3.022744820165928
2020-11-15,South America,118.56202657733974,2.5763117896956595
2020-11-15,Oceania,NA,NA
2020-11-16,Asia,20.03345863621935,0.33456839474543965
2020-11-16,Europe,343.9106580633815,5.708037022046435
2020-11-16,Africa,9.823519725565278,0.21131336163830994
2020-11-16,North America,283.68856566758086,3.0622672749620063
2020-11-16,South America,119.68525374657582,2.5740073963238386
2020-11-16,Oceania,NA,NA
2020-11-17,Asia,19.996933433778846,0.33579819954141626
2020-11-17,Europe,348.1651346073563,5.843552939342102
2020-11-17,Africa,9.792067465725568,0.2166248359821019
2020-11-17,North America,289.4084770370011,3.0212988766977786
2020-11-17,South America,115.61371985762158,2.7603340603882067
2020-11-17,Oceania,NA,NA
2020-11-18,Asia,20.17442501095817,0.34031773216663036
2020-11-18,Europe,341.45957100869947,5.8848548411021575
2020-11-18,Africa,9.929436772773833,0.22297777588350004
2020-11-18,North America,294.5155493665041,3.1355284106815664
2020-11-18,South America,117.2564231326767,2.7632968518662615
2020-11-18,Oceania,NA,NA
2020-11-19,Asia,20.415282280250192,0.35384558492237317
2020-11-19,Europe,337.01723742768706,5.9655553311771055
2020-11-19,Africa,9.73593247217059,0.2237068017738244
2020-11-19,North America,302.35810574716743,3.3307307788817098
2020-11-19,South America,116.38174124854415,2.6530151690719803
2020-11-19,Oceania,NA,NA
2020-11-20,Asia,20.695985224931857,0.3568586066725159
2020-11-20,Europe,333.5863246114347,6.146941102501221
2020-11-20,Africa,9.851431002509125,0.23755829368998765
2020-11-20,North America,307.75123389278593,3.5423205063875445
2020-11-20,South America,115.72597673473456,2.6223996571320756
2020-11-20,Oceania,NA,NA
2020-11-21,Asia,20.988648021254395,0.3605787661803451
2020-11-21,Europe,329.6379008694422,6.182723395270302
2020-11-21,Africa,9.776757922028757,0.24589001815083775
2020-11-21,North America,311.93651726134385,3.580397017715474
2020-11-21,South America,116.55325395521822,2.4482533580330457
2020-11-21,Oceania,NA,NA
2020-11-22,Asia,21.70095095908405,0.36771163399700957
2020-11-22,Europe,324.048249943685,6.240584124003284
2020-11-22,Africa,9.79769137973664,0.24526513881627401
2020-11-22,North America,315.05903218081204,3.6546221157471335
2020-11-22,South America,116.97364114604896,2.455166538148508
2020-11-22,Oceania,NA,NA
2020-11-23,Asia,22.195148016347257,0.37266159830081547
2020-11-23,Europe,315.82669718595514,6.290450936266577
2020-11-23,Africa,9.772904499465612,0.24422367325866773
2020-11-23,North America,323.7016772805179,3.7047481559763065
2020-11-23,South America,116.40280998794366,2.4367313911739417
2020-11-23,Oceania,NA,NA
2020-11-24,Asia,22.597570890710706,0.37610505172955006
2020-11-24,Europe,308.57926024946016,6.368867450207329
2020-11-24,Africa,9.737494670507001,0.2392246385821577
2020-11-24,North America,328.1968745324158,3.97321165989601
2020-11-24,South America,115.42278440681356,2.4268554195804244
2020-11-24,Oceania,NA,NA
2020-11-25,Asia,22.69103605520493,0.37610505172955006
2020-11-25,Europe,302.11484646430563,6.414546972891261
2020-11-25,Africa,9.670840874820199,0.2312053537885895
2020-11-25,North America,332.25925270618103,4.125758695785752
2020-11-25,South America,118.71247054461432,2.394264713321816
2020-11-25,Oceania,NA,NA
2020-11-26,Asia,23.659046155238027,0.36848026199449496
2020-11-26,Europe,296.64567527962726,6.516564573552044
2020-11-26,Africa,9.672923805935412,0.23349657801532325
2020-11-26,North America,315.65765277662587,3.9973107176984963
2020-11-26,South America,120.63005502902236,2.4281722157928933
2020-11-26,Oceania,NA,NA
2020-11-27,Asia,24.81131175882832,0.3676501437572107
2020-11-27,Europe,290.0084406336518,6.554630842455321
2020-11-27,Africa,9.696148487870031,0.2239150948853457
2020-11-27,North America,320.5613290582759,3.885973070651007
2020-11-27,South America,119.37448984043313,2.468992898379433
2020-11-27,Oceania,NA,NA
2020-11-28,Asia,25.545843418345257,0.368849203433288
2020-11-28,Europe,285.0556383866464,6.636282989252852
2020-11-28,Africa,9.702813867438712,0.2156875169802562
2020-11-28,North America,318.87608194614796,3.8295812753931884
2020-11-28,South America,126.752169819844,2.5252859364624847
2020-11-28,Oceania,NA,NA
2020-11-29,Asia,26.17310535453313,0.3682957912750984
2020-11-29,Europe,280.80630078897354,6.623340457825738
2020-11-29,Africa,9.735203446280266,0.20881384430005492
2020-11-29,North America,316.8551349588314,3.807169151636875
2020-11-29,South America,129.3347363915489,2.5532678559774515
2020-11-29,Oceania,NA,NA
2020-11-30,Asia,26.74966858800687,0.3676501437572107
2020-11-30,Europe,275.70979837685826,6.610207595054107
2020-11-30,Africa,9.765405947450848,0.20881384430005492
2020-11-30,North America,310.3269411907158,3.8871780235411317
2020-11-30,South America,131.8037292899283,2.603964510157509
2020-11-30,Oceania,NA,NA
2020-12-01,Asia,27.226709868366203,0.36826504615519906
2020-12-01,Europe,269.44751647958014,6.569667018672116
2020-12-01,Africa,9.587211190544418,0.19985724050464113
2020-12-01,North America,315.61427447258137,3.9876710945775016
2020-12-01,South America,138.30113100130365,2.576970187801894
2020-12-01,Oceania,NA,NA
